identifier	publicationType	full_reference	primaryTitle	title	pages	pageStart	pageEnd	volume	edition	publisher	authorList	editorList	created	language	uri	doi	schema#localityName
WoRMS:citation:100481	Citation	"WoRMS (2014). <i>Nia vibrissa</i> R.T. Moore & Meyers, 1961. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100481"															
WoRMS:citation:100482	Citation	"WoRMS (2014). <i>Digitatispora marina</i> Doguet, 1962. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100482"															
WoRMS:citation:100483	Citation	"Kirk, P. (2014). <i>Tulostoma macrocephalum</i> Long, 1944. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100483"															
WoRMS:citation:100484	Citation	"Kirk, P. (2014). <i>Melanotaenium ruppiae</i> Feldman, 1959. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100484"															
WoRMS:citation:100485	Citation	WoRMS (2014). <i>Acremonium strictum</i>. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100485															
WoRMS:citation:100486	Citation	"Kirk, P. (2014). <i>Allescheria terrestris</i> Apinis, 1963. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100486"															
WoRMS:citation:100487	Citation	"Kirk, P. (2014). <i>Alternaria alternata</i> (Fr.) Keissl., 1912. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100487"															
WoRMS:citation:100488	Citation	"WoRMS (2014). <i>Alternaria maritima</i> G.K. Sutherl., 1916. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100488"															
WoRMS:citation:100489	Citation	"Kirk, P. (2014). <i>Alternaria tenuis</i> Nees, 1816. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100489"															
WoRMS:citation:100490	Citation	"WoRMS (2014). <i>Arthropsis hispanica</i> Gene Ulfig & Guarro, 1995. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100490"															
WoRMS:citation:100491	Citation	"WoRMS (2014). <i>Ascochyta obiones</i> (Jaap) P.K. Buchanan, 1987. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100491"															
WoRMS:citation:100492	Citation	"WoRMS (2014). <i>Aspergillus fumigatus</i> Fresen., 1863. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100492"															
WoRMS:citation:100493	Citation	"WoRMS (2014). <i>Aspergillus glaucus</i> (L.:Fr.)Link, 1863. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100493"															
WoRMS:citation:100494	Citation	"WoRMS (2014). <i>Aspergillus nidulans</i> (Eidam) G.Winter, 1884. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100494"															
WoRMS:citation:100495	Citation	WoRMS (2014). <i>Aspergillus niger</i> Tiegh. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100495															
WoRMS:citation:100496	Citation	"WoRMS (2014). <i>Aspergillus terreus</i> Thom., 1918. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100496"															
WoRMS:citation:100497	Citation	WoRMS (2014). <i>Aspergillus ustus</i> (Bainier) Thom. & Church. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100497															
WoRMS:citation:100498	Citation	WoRMS (2014). <i>Aspergillus versicolor</i> (Vuill.) Tirab.. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100498															
WoRMS:citation:100499	Citation	"Kirk, P. (2014). <i>Asteromyces cruciatus</i> Moreau & M. Moreau ex Hennebert, 1962. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100499"															
WoRMS:citation:100500	Citation	"Kirk, P. (2014). <i>Camarosporium metableticum</i> Trail, 1886. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100500"															
WoRMS:citation:100501	Citation	"WoRMS (2014). <i>Camarosporium obiones</i> Jaap, 1905. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100501"															
WoRMS:citation:100502	Citation	"Kirk, P. (2014). <i>Camarosporium roumequerii</i> Sacc.. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100502"															
WoRMS:citation:100503	Citation	"WoRMS (2014). <i>Cephalosporium curtipes</i> Sacc., 1881. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100503"															
WoRMS:citation:100504	Citation	"WoRMS (2014). <i>Cephalotrichum microsporum</i> (Sacc.) Kirk, 1984. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100504"															
WoRMS:citation:100505	Citation	WoRMS (2014). <i>Cephalotrichum nanum</i> (Ehrenb.). In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100505															
WoRMS:citation:100506	Citation	"WoRMS (2014). <i>Cephalotrichum stemonitis</i> (Pers.) Nees, 1809. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100506"															
WoRMS:citation:100507	Citation	"Kirk, P. (2014). <i>Chrysosporium pannorum</i> (Link) S. Hughes, 1958. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100507"															
WoRMS:citation:100508	Citation	"WoRMS (2014). <i>Cirrenalia fusca</i> I. Schmidt, 1985. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100508"															
WoRMS:citation:100509	Citation	"WoRMS (2014). <i>Cirrenalia macrocephala</i> (Kohlm.) Meyers & R.T. Moore, 1960. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100509"															
WoRMS:citation:100510	Citation	"Kirk, P. (2014). <i>Cladosporium algarum</i> Cooke & Massee, 1888. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100510"															
WoRMS:citation:100511	Citation	"WoRMS (2014). <i>Cladosporium herbarum</i> (Pers.:Fr.) Link, 1821. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100511"															
WoRMS:citation:100512	Citation	"WoRMS (2014). <i>Cladosporium macrocarpum</i> Preuss, 1848. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100512"															
WoRMS:citation:100513	Citation	WoRMS (2014). <i>Clavariopsis aquatica</i> DeWild.. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100513															
WoRMS:citation:100514	Citation	"WoRMS (2014). <i>Colletotrichum typhae</i> H.C.Greene, 1955. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100514"															
WoRMS:citation:100515	Citation	"WoRMS (2014). <i>Coniothyrium obiones</i> Jaap, 1907. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100515"															
WoRMS:citation:100516	Citation	WoRMS (2014). Cumulospora marina. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100516															
WoRMS:citation:100517	Citation	"WoRMS (2014). <i>Cylindrocarpon destructans</i> (Zinssm.) Scholten, 1964. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100517"															
WoRMS:citation:100518	Citation	"WoRMS (2014). <i>Dendryphiella arenaria</i> Nicot, 1958. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100518"															
WoRMS:citation:100519	Citation	"Kirk, P. (2014). <i>Dendryphiella salina</i> (G.K. Sutherl.) Pugh & Nicot., 1964. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100519"															
WoRMS:citation:100520	Citation	"WoRMS (2014). <i>Dictyosporium pelagica</i> (Corda) Gueg., 1905. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100520"															
WoRMS:citation:100521	Citation	"WoRMS (2014). <i>Dictyosporium toruloides</i> (Corda) Gueg., 1905. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100521"															
WoRMS:citation:100522	Citation	"WoRMS (2014). <i>Fusarium culmorum</i> (W.G.Sm.) Sacc., 1895. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100522"															
WoRMS:citation:100523	Citation	"Kirk, P. (2014). <i>Fusarium oxysporum</i> Schltdl., 1824. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100523"															
WoRMS:citation:100524	Citation	"WoRMS (2014). <i>Fusarium solani</i> (Mart.) Sacc., 1881. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100524"															
WoRMS:citation:100525	Citation	"WoRMS (2014). <i>Gliocladium roseum</i> Bainier, 1907. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100525"															
WoRMS:citation:100526	Citation	"WoRMS (2014). <i>Gliomastix guttuliformis</i> Brown & Kendrick, 1958. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100526"															
WoRMS:citation:100527	Citation	"WoRMS (2014). <i>Gliomastix murorum</i> (Corda) S.Hughes, 1958. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100527"															
WoRMS:citation:100528	Citation	"Kirk, P. (2014). <i>Macrophoma gymnogongri</i> J. Feldmann, 1941. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100528"															
WoRMS:citation:100529	Citation	"Kirk, P. (2014). <i>Monodictys pelagica</i> (T.W. Johnson) E.B.G. Jones, 1963. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100529"															
WoRMS:citation:100530	Citation	"WoRMS (2014). <i>Monodictys putredinis</i> (Wallr.) S .Hughes, 1958. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100530"															
WoRMS:citation:100531	Citation	"WoRMS (2014). <i>Oidiodendron maius</i> Barron, 1962. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100531"															
WoRMS:citation:100532	Citation	"WoRMS (2014). <i>Oidiodendron tenuissium</i> (Peck) S. Hughes, 1958. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100532"															
WoRMS:citation:100533	Citation	"WoRMS (2014). <i>Orbimyces spectabilis</i> Linder, 1944. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100533"															
WoRMS:citation:100534	Citation	WoRMS (2014). <i>Ostracoblabe implexa</i> Born & Flahault. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100534															
WoRMS:citation:100535	Citation	"WoRMS (2014). <i>Paecilomyces aegyptiacus</i> S. Ueda & Udagawa, 1983. In: Index Fungorum Partnership (2014) Index Fungorum. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100535"															
